Date,BAC,C,GS,JPM,MS
2023-03-16,26.66145896911621,40.90163040161133,291.490234375,120.61781311035156,78.39775085449219
2023-03-17,25.60310173034668,39.67332458496094,280.8054504394531,116.06062316894531,75.84785461425781
2023-03-20,25.538679122924805,39.529876708984375,286.3467712402344,117.28756713867188,77.1633529663086
2023-03-21,26.31174087524414,40.40851593017578,293.5163269042969,120.43331146240234,79.97454071044922
2023-03-22,25.437440872192383,39.189178466796875,290.1766357421875,117.324462890625,78.88430786132812
2023-03-23,24.82083511352539,38.95606994628906,291.26824951171875,117.01079559326172,77.34354400634766
2023-03-24,24.97728729248047,38.65123748779297,289.15899658203125,115.2303695678711,75.640625
2023-03-27,26.219707489013672,40.14851379394531,294.6726379394531,118.53295135498047,76.26232147216797
2023-03-28,25.879194259643555,40.542999267578125,294.5893859863281,118.89273071289062,76.47857666015625
2023-03-29,26.385366439819336,41.1974983215332,296.6985778808594,119.1325912475586,77.70397186279297
2023-03-30,26.044849395751953,41.305091857910156,297.087158203125,118.7728042602539,77.58683776855469
2023-03-31,26.320947647094727,42.04027557373047,302.6100158691406,120.21192169189453,79.10955047607422
2023-04-03,26.31174087524414,41.87888717651367,302.0641174316406,120.07354736328125,78.53290557861328
2023-04-04,25.750349044799805,41.323020935058594,298.48406982421875,118.46837615966797,76.42451477050781
2023-04-05,25.437440872192383,41.0361213684082,297.4479675292969,118.6450424194336,75.52349853515625
2023-04-06,25.62150764465332,41.11681365966797,298.2528076171875,118.51486206054688,75.85686492919922
2023-04-10,25.713537216186523,41.708553314208984,300.62103271484375,118.90533447265625,75.68567657470703
2023-04-11,26.422178268432617,42.31821060180664,302.85052490234375,119.4911117553711,76.66777801513672
2023-04-12,26.21050453186035,42.067161560058594,305.5055236816406,119.47250366210938,77.01018524169922
2023-04-13,26.28413200378418,42.40787124633789,307.2539978027344,119.92808532714844,77.20841217041016
2023-04-14,27.167633056640625,44.434120178222656,311.6852722167969,128.98379516601562,78.12743377685547
2023-04-17,27.949899673461914,44.550682067871094,314.2384948730469,130.00653076171875,80.45207214355469
2023-04-18,28.124757766723633,44.90034484863281,308.9006652832031,131.4662322998047,80.95664978027344
2023-04-19,27.664602279663086,45.18724822998047,311.6575012207031,131.29888916015625,81.49724578857422
2023-04-20,27.517351150512695,44.29067611694336,313.3411865234375,130.91769409179688,81.47924041748047
2023-04-21,27.489744186401367,43.95894241333008,316.0702819824219,130.66665649414062,82.10094451904297
2023-04-24,27.388511657714844,43.95894241333008,318.1979675292969,130.8433074951172,81.27198028564453
2023-04-25,26.541820526123047,42.94581604003906,314.0534973144531,127.9982681274414,79.34382629394531
2023-04-26,26.173694610595703,42.01338577270508,311.35223388671875,125.72969055175781,79.68620300292969
2023-04-27,26.58783531188965,42.165794372558594,316.0147399902344,127.42184448242188,81.32606506347656
2023-04-28,26.946758270263672,42.6643180847168,317.7168884277344,128.52822875976562,81.766845703125
2023-05-01,26.72588539123535,42.82747268676758,315.0619201660156,131.28028869628906,79.91284942626953
2023-05-02,25.91600799560547,41.69447326660156,308.4011535644531,129.1604461669922,78.42237854003906
2023-05-03,25.63991355895996,41.39535140991211,304.0346984863281,126.42701721191406,77.02279663085938
2023-05-04,24.8392391204834,40.697425842285156,297.19818115234375,124.69769287109375,75.07791137695312
2023-05-05,25.50186538696289,41.984519958496094,302.52679443359375,127.13362884521484,77.14092254638672
2023-05-08,25.483461380004883,42.02077102661133,302.05499267578125,127.4404525756836,76.7319564819336
2023-05-09,25.45585060119629,42.165802001953125,300.44525146484375,126.82681274414062,76.67742919921875
2023-05-10,25.142942428588867,42.02983474731445,298.39154052734375,126.8918685913086,76.08670043945312
2023-05-11,25.207365036010742,41.721656799316406,296.6985778808594,126.49209594726562,75.09606170654297
2023-05-12,24.9312744140625,41.19594955444336,295.5699768066406,124.67909240722656,74.87796020507812
2023-05-15,25.44664764404297,41.73979187011719,297.9474792480469,125.72969055175781,75.38690185546875
2023-05-16,25.17975616455078,41.04185104370117,296.7818603515625,124.88363647460938,74.39627838134766
2023-05-17,26.2933349609375,42.67338180541992,305.4500427246094,128.72348022460938,76.2593765258789
2023-05-18,26.201303482055664,42.0479621887207,304.89501953125,129.69970703125,76.7864990234375
2023-05-19,25.869993209838867,41.43161392211914,301.721923828125,129.4021759033203,74.74164581298828
2023-05-22,26.0816650390625,41.50412368774414,300.58404541015625,128.33299255371094,74.76888275146484
2023-05-23,26.302536010742188,41.61289596557617,299.3351745605469,126.99417877197266,75.10517120361328
2023-05-24,25.86078643798828,40.3258056640625,295.8567199707031,125.8319320678711,73.81464385986328
2023-05-25,25.925209045410156,40.09014129638672,299.6219177246094,126.13878631591797,75.4323501586914
2023-05-26,26.054054260253906,40.42551040649414,307.14300537109375,127.31957244873047,76.25028991699219
2023-05-30,26.008039474487305,40.51614761352539,306.0513610839844,127.80303192138672,75.81404876708984
2023-05-31,25.575489044189453,40.17171096801758,301.9219665527344,126.17597198486328,74.3053970336914
2023-06-01,25.770301818847656,40.643043518066406,294.930908203125,127.91463470458984,74.5871353149414
2023-06-02,26.633018493652344,41.984519958496094,301.68896484375,130.6015625,76.65924835205078
2023-06-05,26.475317001342773,41.912010192871094,299.9737548828125,129.31851196289062,76.10486602783203
2023-06-06,27.115400314331055,42.8002815246582,304.62518310546875,129.5509796142578,78.03157806396484
2023-06-07,27.347314834594727,43.516334533691406,312.9678955078125,130.80613708496094,78.61322784423828
2023-06-08,27.115400314331055,43.59790802001953,312.7069091796875,130.8433074951172,78.4405517578125
2023-06-09,27.152511596679688,43.77919387817383,313.21954345703125,131.10362243652344,78.34965515136719
2023-06-12,27.02263832092285,43.91515350341797,316.4541015625,131.09432983398438,79.46751403808594
2023-06-13,27.273103713989258,44.132686614990234,319.25982666015625,132.04270935058594,80.23094940185547
2023-06-14,27.01335906982422,43.72480773925781,315.4566955566406,131.54994201660156,79.95828247070312
2023-06-15,27.24527359008789,44.014854431152344,316.6871643066406,133.0375213623047,80.93071746826172
2023-06-16,27.078296661376953,43.67948532104492,315.3542175292969,133.19557189941406,80.0582504272461
2023-06-20,26.781444549560547,43.15378189086914,308.27923583984375,132.516845703125,78.822265625
2023-06-21,26.503149032592773,42.972496032714844,303.0126037597656,132.3216094970703,78.46781158447266
2023-06-22,25.937273025512695,42.265506744384766,297.8951110839844,129.7740936279297,76.79558563232422
2023-06-23,25.742469787597656,41.71259307861328,293.35552978515625,129.09536743164062,75.95945739746094
2023-06-26,26.057870864868164,41.912010192871094,291.1650085449219,129.41146850585938,75.96854400634766
2023-06-27,26.197021484375,42.05703353881836,292.1811218261719,129.4207763671875,76.7319564819336
2023-06-28,26.03931999206543,41.9029426574707,292.3768005371094,128.85365295410156,76.33207702636719
2023-06-29,26.586633682250977,41.95732116699219,301.1669616699219,133.35362243652344,77.46810150146484
2023-06-30,26.61446762084961,41.73072814941406,300.654296875,135.222412109375,77.61351013183594
2023-07-03,27.087574005126953,42.36521530151367,304.4480895996094,136.31021118164062,78.53144073486328
2023-07-05,26.976253509521484,42.41958999633789,298.33319091796875,135.4021453857422,78.08609008789062
2023-07-06,26.234130859375,41.13250732421875,291.7615661621094,134.0635223388672,75.73224639892578
2023-07-07,26.466041564941406,41.458805084228516,293.78436279296875,135.12130737304688,75.75952911376953
2023-07-10,26.586633682250977,41.39535140991211,294.99609375,135.87960815429688,75.7958755493164
2023-07-11,26.920597076416016,42.17485809326172,299.1069030761719,138.00462341308594,77.21363067626953
2023-07-12,27.23599624633789,42.94530487060547,304.2523498535156,138.68797302246094,77.94977569580078
2023-07-13,27.523571014404297,43.21722412109375,306.37762451171875,139.3619842529297,78.34965515136719
2023-07-14,27.00408363342285,41.467872619628906,304.05657958984375,140.2045135498047,77.9588851928711
2023-07-17,27.273103713989258,41.930137634277344,304.9980773925781,143.58396911621094,78.49507904052734
2023-07-18,28.47905731201172,42.618995666503906,314.38470458984375,143.84608459472656,83.55722045898438
2023-07-19,29.24901008605957,43.072200775146484,317.44219970703125,144.39837646484375,84.66598510742188
2023-07-20,29.397436141967773,42.972496032714844,327.0526123046875,146.1770477294922,85.24763488769531
2023-07-21,29.666454315185547,42.64619445800781,328.0780029296875,145.05369567871094,85.43848419189453
2023-07-24,30.287986755371094,43.199092864990234,334.57501220703125,147.90890502929688,86.03831481933594
2023-07-25,29.824159622192383,42.68244552612305,330.63214111328125,146.80426025390625,85.81110382080078
2023-07-26,30.065345764160156,43.04500961303711,333.2980041503906,147.68421936035156,85.01134490966797
2023-07-27,29.638629913330078,43.398502349853516,330.4549560546875,146.0553741455078,84.29335021972656
2023-07-28,29.59224510192871,42.972496032714844,329.2618103027344,146.8885040283203,83.99067687988281
2023-07-31,29.685007095336914,43.199092864990234,331.72265625,147.87147521972656,83.98150634765625
2023-08-01,29.332500457763672,42.6643180847168,333.4471435546875,147.14126586914062,83.412841796875
2023-08-02,28.933609008789062,41.975460052490234,327.27630615234375,145.47494506835938,81.92691802978516
2023-08-03,29.137691497802734,41.88481521606445,329.1965637207031,146.36428833007812,81.76181030273438
2023-08-04,29.0356502532959,41.912315368652344,329.25250244140625,146.0553741455078,81.44078826904297
2023-08-07,29.573688507080078,42.0223503112793,331.4336853027344,146.7480926513672,81.70677947998047
2023-08-08,29.007822036743164,41.40802001953125,324.6290588378906,145.92430114746094,81.14727783203125
2023-08-09,28.62748146057129,40.747833251953125,319.4369812011719,143.96780395507812,80.3125991821289
2023-08-10,28.701692581176758,40.6561393737793,317.3023376464844,143.75245666503906,80.38597869873047
2023-08-11,29.02637481689453,40.86703872680664,317.6099548339844,144.58563232421875,80.44099426269531
2023-08-14,28.69241714477539,40.43608093261719,314.8229064941406,144.8851776123047,80.10163879394531
2023-08-15,27.774038314819336,39.620025634765625,309.6680908203125,141.1968231201172,79.02848815917969
2023-08-16,27.171064376831055,39.097381591796875,306.7784118652344,140.5977020263672,78.87252807617188
2023-08-17,27.161785125732422,38.93233871459961,305.2963562011719,139.13735961914062,78.68909454345703
2023-08-18,27.00408363342285,38.73978042602539,302.8821105957031,139.4556121826172,77.86358642578125
2023-08-21,27.04119110107422,38.57474136352539,300.2068786621094,139.93304443359375,77.27655792236328
2023-08-22,26.382553100585938,37.611968994140625,297.15875244140625,137.03103637695312,76.11167907714844
2023-08-23,26.391830444335938,37.666988372802734,300.4584655761719,137.95779418945312,76.48774719238281
2023-08-24,26.549531936645508,37.666988372802734,298.24932861328125,137.8267364501953,76.53360748291016
2023-08-25,26.438209533691406,37.81370162963867,298.4264221191406,137.6582489013672,76.33180236816406
2023-08-28,26.67940330505371,37.887046813964844,303.8514709472656,138.1356964111328,77.39579772949219
2023-08-29,27.059741973876953,38.25382614135742,309.9849853515625,139.25901794433594,78.46895599365234
2023-08-30,26.93914794921875,37.93289566040039,308.83837890625,138.6973419189453,78.20297241210938
2023-08-31,26.817546844482422,37.85954666137695,308.0205993652344,136.98422241210938,78.10206604003906
2023-09-01,27.107515335083008,38.13462448120117,307.729248046875,137.4429473876953,78.65240478515625
2023-09-05,26.798837661743164,37.92372512817383,304.2985534667969,135.92642211914062,77.81773376464844
2023-09-06,26.555635452270508,37.93289566040039,301.8359680175781,135.7017364501953,77.19401550292969
2023-09-07,26.31243896484375,37.346065521240234,302.6161193847656,134.54090881347656,76.90049743652344
2023-09-08,26.52757453918457,37.21770477294922,305.962158203125,134.64390563964844,77.89109802246094
2023-09-11,26.639820098876953,37.21770477294922,305.14447021484375,135.23367309570312,76.59782409667969
2023-09-12,27.098159790039062,38.21714401245117,311.0189514160156,136.99356079101562,78.46895599365234
2023-09-13,27.013978958129883,38.84981918334961,314.8537902832031,137.0591278076172,80.02824401855469
2023-09-14,27.313304901123047,39.55583953857422,323.86761474609375,139.71771240234375,81.6976089477539
2023-09-15,26.976564407348633,39.161563873291016,321.9595642089844,139.3058319091797,81.09222412109375
2023-09-18,26.901731491088867,39.097381591796875,322.6927185058594,139.59603881835938,81.3674087524414
2023-09-19,26.798837661743164,39.134056091308594,321.3486633300781,139.41818237304688,81.18396759033203
2023-09-20,26.705297470092773,38.78562927246094,316.470458984375,138.8284149169922,79.9273452758789
2023-09-21,26.23760414123535,38.24464797973633,310.3985290527344,137.74249267578125,77.85442352294922
2023-09-22,25.854097366333008,37.52028274536133,308.1897888183594,136.42254638671875,76.39602661132812
2023-09-25,25.816680908203125,37.611968994140625,309.08270263671875,137.0965576171875,76.15753936767578
2023-09-26,25.41446876525879,36.87844467163086,304.3642883300781,135.67364501953125,75.36872100830078
2023-09-27,25.508007049560547,37.0984992980957,302.60662841796875,136.46934509277344,74.89177703857422
2023-09-28,25.779266357421875,37.77701950073242,305.661376953125,138.1637725830078,75.38706970214844
2023-09-29,25.610897064208984,37.712833404541016,304.1293640136719,135.75791931152344,74.91010284423828
2023-10-02,24.974836349487305,37.13517761230469,299.36395263671875,134.58773803710938,73.75440216064453
2023-10-03,24.235876083374023,36.5483512878418,287.7276916503906,133.59544372558594,71.56222534179688
2023-10-04,24.263944625854492,36.50250244140625,290.05877685546875,134.19456481933594,72.54365539550781
2023-10-05,24.37618637084961,36.566688537597656,291.8446350097656,134.76040649414062,72.59868621826172
2023-10-06,24.385541915893555,37.199363708496094,293.7056884765625,136.8350372314453,73.68102264404297
2023-10-09,24.61003303527832,37.35523986816406,293.827880859375,136.52386474609375,73.2957992553711
2023-10-10,25.26480484008789,37.9970817565918,295.8580322265625,137.353759765625,73.49757385253906
2023-10-11,25.274158477783203,38.0796012878418,294.2131652832031,137.82525634765625,72.369384765625
2023-10-12,25.161911010742188,38.0796012878418,291.233642578125,137.50462341308594,71.36961364746094
2023-10-13,25.030960083007812,37.987911224365234,290.7167053222656,139.5699005126953,71.35127258300781
2023-10-16,25.246095657348633,37.547794342041016,295.50091552734375,139.4284210205078,72.21346282958984
2023-10-17,25.835390090942383,37.77701950073242,290.7731018066406,139.12664794921875,73.68102264404297
2023-10-18,25.54541778564453,37.10767364501953,283.8177490234375,137.59893798828125,68.68212127685547
2023-10-19,25.218036651611328,36.73173522949219,281.214111328125,137.01422119140625,66.88436126708984
2023-10-20,24.61003303527832,36.383304595947266,282.0224304199219,134.8075408935547,67.07698059082031
2023-10-23,23.917848587036133,35.658939361572266,281.2423095703125,132.96861267089844,65.76533508300781
2023-10-24,23.824304580688477,35.69561767578125,281.2047119140625,133.12892150878906,65.63691711425781
2023-10-25,23.899139404296875,35.40220642089844,278.9301452636719,132.40280151367188,65.49018859863281
2023-10-26,24.43231201171875,36.071556091308594,279.1463317871094,132.74227905273438,66.10472106933594
2023-10-27,23.543691635131836,35.06294250488281,272.4917297363281,127.96106719970703,64.57293701171875
2023-10-30,24.030094146728516,35.69561767578125,282.75555419921875,129.59251403808594,65.53852081298828
2023-10-31,24.63809585571289,36.20908737182617,285.3685607910156,131.13909912109375,65.75206756591797
2023-11-01,24.6942195892334,36.30995178222656,288.7052917480469,131.0259552001953,65.87274932861328
2023-11-02,25.835390090942383,37.9145622253418,294.90869140625,133.3647003173828,68.20313262939453
2023-11-03,26.58370018005371,39.2520637512207,307.9360046386719,134.85470581054688,70.80276489257812
2023-11-06,26.4995174407959,39.0477180480957,304.4489440917969,135.87318420410156,70.48710632324219
2023-11-07,26.340499877929688,38.97341537475586,304.486572265625,135.80712890625,70.1064453125
2023-11-08,26.08794593811035,38.8433837890625,305.05987548828125,136.47669982910156,70.53352355957031
2023-11-09,25.751209259033203,38.5461540222168,301.5069580078125,136.0712127685547,68.88088989257812
2023-11-10,25.89151382446289,39.084877014160156,305.9527587890625,138.08932495117188,69.93932342529297
2023-11-13,25.91022300720215,39.660743713378906,307.2686767578125,137.47633361816406,69.67007446289062
2023-11-14,27.332014083862305,41.20259094238281,318.3691101074219,139.9848175048828,72.70606994628906
2023-11-15,27.706167221069336,41.685577392578125,317.3164367675781,141.21078491210938,73.97803497314453
2023-11-16,27.63133430480957,41.49052810668945,316.4422912597656,142.8233642578125,73.95946502685547
2023-11-17,28.042903900146484,42.131412506103516,318.8108825683594,144.1153564453125,74.53508758544922
2023-11-20,28.07097053527832,42.03852462768555,319.0552673339844,144.55857849121094,73.99659729003906
2023-11-21,27.743579864501953,41.88063430786133,314.84442138671875,144.25677490234375,72.8546142578125
2023-11-22,27.715518951416016,41.81561279296875,318.2939147949219,144.59629821777344,72.8731918334961
2023-11-24,27.809057235717773,42.01066970825195,318.77325439453125,144.7943115234375,73.02173614501953
2023-11-27,27.650041580200195,41.871341705322266,317.41973876953125,144.46426391601562,72.37181854248047
2023-11-28,27.621978759765625,41.66699981689453,317.36334228515625,144.7943115234375,71.3783950805664
2023-11-29,28.351581573486328,42.49365234375,322.4427490234375,145.52989196777344,72.92888641357422
2023-11-30,28.747575759887695,42.8187370300293,323.65570068359375,147.1896514892578,73.662353515625
2023-12-01,29.190719604492188,43.86831283569336,330.18487548828125,147.9063262939453,75.10142517089844
2023-12-04,29.0587215423584,43.99834442138672,331.09466552734375,148.99085998535156,75.39852905273438
2023-12-05,28.832439422607422,43.376033782958984,323.8547668457031,148.9720001220703,74.43296813964844
2023-12-06,28.78529167175293,44.45347213745117,324.0631103515625,147.4065399169922,73.72735595703125
2023-12-07,28.907861709594727,45.047916412353516,326.5744323730469,147.8591766357422,74.6000747680664
2023-12-08,29.190719604492188,45.410160064697266,332.459228515625,149.4906463623047,76.39198303222656
2023-12-11,29.087007522583008,44.72282409667969,333.340576171875,150.0376434326172,76.89331817626953
2023-12-12,28.983291625976562,44.63924026489258,334.1460266113281,151.37673950195312,77.61750793457031
2023-12-13,30.209003448486328,45.828125,343.73614501953125,151.88600158691406,79.50223541259766
2023-12-14,32.00041961669922,46.6640739440918,363.3901062011719,154.64907836914062,84.52510070800781
2023-12-15,31.679847717285156,46.28325653076172,360.5850830078125,155.81846618652344,85.02645874023438
2023-12-18,31.51957130432129,46.1253547668457,356.6903381347656,156.76148986816406,84.26514434814453
2023-12-19,31.59499168395996,47.304962158203125,362.42352294921875,158.8550567626953,85.34213256835938
2023-12-20,31.09528923034668,46.50617218017578,357.7516174316406,157.0632781982422,84.6179428100586
2023-12-21,31.302709579467773,46.99843978881836,360.6419677734375,157.95916748046875,86.00131225585938
2023-12-22,31.51957130432129,47.23994064331055,360.7177429199219,157.8648681640625,85.79706573486328
2023-12-26,31.924999237060547,47.68577575683594,361.6275329589844,158.7984619140625,86.1962890625
2023-12-27,31.90614128112793,47.79723358154297,364.3472595214844,159.75091552734375,86.95760345458984
2023-12-28,31.94384765625,47.852962493896484,366.1761779785156,160.5996856689453,86.93902587890625
2023-12-29,31.745851516723633,47.778656005859375,365.5696105957031,160.4110870361328,86.57695007324219
2024-01-02,31.962709426879883,49.2647705078125,367.9671936035156,162.27828979492188,87.18042755126953
2024-01-03,31.61385154724121,49.82207107543945,361.79803466796875,161.5709991455078,85.33284759521484
2024-01-04,31.86842155456543,49.94281768798828,362.8973083496094,162.6432342529297,85.5556640625
2024-01-05,32.462425231933594,50.46296310424805,366.20458984375,163.45924377441406,86.56765747070312
2024-01-08,32.20785140991211,50.165733337402344,368.4978332519531,163.22203063964844,86.8183364868164
2024-01-09,31.7081356048584,49.673458099365234,363.6459655761719,161.93157958984375,85.47210693359375
2024-01-10,31.679847717285156,49.2462043762207,361.95916748046875,162.27316284179688,84.93360900878906
2024-01-11,31.255565643310547,48.37310791015625,359.8648986816406,161.58998107910156,84.03302764892578
2024-01-12,30.925567626953125,48.87467575073242,357.9696350097656,160.40391540527344,83.28097534179688
2024-01-16,30.284427642822266,48.17805099487305,360.5282287597656,159.3981475830078,79.81792449951172
2024-01-17,29.982715606689453,47.704345703125,357.429443359375,158.54417419433594,78.36954498291016
2024-01-18,29.916717529296875,47.47214889526367,357.173583984375,158.85728454589844,77.89603424072266
2024-01-19,30.37871551513672,47.852962493896484,362.1866149902344,161.59947204589844,79.23297882080078
2024-01-22,30.689855575561523,49.07901382446289,365.74969482421875,161.4097137451172,79.5950927734375
2024-01-23,30.897281646728516,49.50626754760742,360.8314514160156,160.34701538085938,80.53280639648438
2024-01-24,31.09528923034668,49.469112396240234,359.5332336425781,161.7797393798828,81.30342102050781
2024-01-25,31.481847763061523,49.90565872192383,362.6604309082031,164.094970703125,81.72122192382812
2024-01-26,31.51957130432129,49.84992980957031,358.0075378417969,163.46871948242188,81.45197296142578
2024-01-29,31.689279556274414,50.25861740112305,360.6324462890625,163.89572143554688,81.34983825683594
2024-01-30,32.801841735839844,53.02650833129883,366.6120300292969,167.2546844482422,82.14673614501953
2024-01-31,32.0664176940918,52.1719856262207,363.9018859863281,165.4423370361328,81.79048156738281
2024-02-01,31.63271141052246,52.06982421875,363.7502136230469,164.8445587158203,81.3967056274414
2024-02-02,31.557281494140625,52.07919692993164,367.55023193359375,165.7934112548828,81.818603515625
2024-02-05,31.104711532592773,51.10400390625,362.9636535644531,165.57518005371094,80.52479553222656
2024-02-06,31.151851654052734,50.96335220336914,364.8304748535156,166.14450073242188,80.7216796875
2024-02-07,31.283857345581055,51.14150619506836,366.4130554199219,166.4575958251953,80.62793731689453
2024-02-08,31.227283477783203,50.90708541870117,364.8778991699219,165.85983276367188,80.2998046875
2024-02-09,31.18014144897461,50.62577819824219,364.1387023925781,166.05908203125,80.52479553222656
2024-02-12,31.698707580566406,50.56013870239258,372.0799255371094,166.79916381835938,81.44358825683594
2024-02-13,30.8784236907959,49.472415924072266,358.9172668457031,165.3474578857422,78.72473907470703
2024-02-14,31.236709594726562,50.61640930175781,358.24444580078125,167.0269317626953,78.75286865234375
2024-02-15,32.12299346923828,51.76976013183594,365.23797607421875,170.6705322265625,80.31853485107422
2024-02-16,32.141849517822266,51.43218994140625,364.3092956542969,169.87350463867188,81.09668731689453
2024-02-20,32.01927947998047,51.966670989990234,364.38507080078125,170.53765869140625,80.0185317993164
2024-02-21,31.774137496948242,51.88228225708008,367.9387512207031,171.64784240722656,80.12166595458984
2024-02-22,31.689279556274414,52.41676330566406,370.0235595703125,173.70684814453125,80.48729705810547
2024-02-23,31.981565475463867,52.44489288330078,370.5731506347656,174.57980346679688,81.1435775756836
2024-02-26,31.689279556274414,51.91040802001953,369.7866516113281,173.98202514648438,80.31853485107422
2024-02-27,32.32099151611328,52.23860168457031,370.3457336425781,174.06744384765625,80.14978790283203
2024-02-28,32.349273681640625,51.61973190307617,375.2320556640625,174.94989013671875,80.6748046875
2024-02-29,32.77655029296875,52.03231430053711,371.29058837890625,176.54393005371094,80.6654281616211
2024-03-01,32.61513137817383,52.13545608520508,370.3839111328125,175.81332397460938,81.07794952392578
2024-03-04,33.374732971191406,52.641807556152344,374.3445129394531,177.13221740722656,84.41557312011719
2024-03-05,33.60261154174805,52.75432205200195,373.065673828125,178.90658569335938,83.56241607666016
2024-03-06,33.63108825683594,53.720157623291016,371.7868347167969,179.8364715576172,80.30917358398438
2024-03-07,33.83049011230469,54.12336349487305,370.6988830566406,178.26133728027344,80.75918579101562
2024-03-08,33.801998138427734,53.92644119262695,369.3245849609375,178.59347534179688,81.60296630859375
2024-03-11,34.077354431152344,53.83266830444336,368.5325012207031,178.6598663330078,81.50921630859375
